,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.030604716390371323,0.046942099928855896,0.5275987982749939,0.8092411160469055,0.46503746509552,0.713283360004425,0.13
