,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.16790585219860077,0.10118228942155838,0.9527705311775208,0.5741521120071411,0.7706589102745056,0.4644092321395874,0.1,A,0.875
1,0.5,Vp,0.2910498082637787,0.14003105461597443,0.9990341663360596,0.4806593358516693,0.7797685265541077,0.3751653730869293,0.1,A_bis,0.875
2,0.0,Vp,0.11720234900712967,0.10451264679431915,0.6707583069801331,0.5981341004371643,0.5419241786003113,0.48324909806251526,0.2,B,0.875
3,0.5,Vp,0.20889656245708466,0.13854682445526123,0.7988596558570862,0.5298290848731995,0.6383163332939148,0.4233516454696655,0.2,B_bis,0.875
4,0.15,Vp,0.10861767083406448,0.19638454914093018,0.1717807650566101,0.3105856478214264,0.12102289497852325,0.21881362795829773,0.2,B_ter,0.875
5,0.65,Vp,0.182699054479599,0.12883123755455017,0.7637733221054077,0.5385789275169373,0.6131136417388916,0.4323404133319855,0.2,B_four,0.875
6,0.0,Vp,0.09175415337085724,0.13286936283111572,0.3784557580947876,0.5480424761772156,0.3033847212791443,0.439331978559494,0.3,C,0.875
7,0.5,Vp,0.14478391408920288,0.12769702076911926,0.6412133574485779,0.565539538860321,0.519217848777771,0.45794153213500977,0.3,C_bis,0.875
8,0.1,Vp,0.06793747842311859,0.1613098531961441,0.1752217710018158,0.4160442352294922,0.13580536842346191,0.32245445251464844,0.3,C_ter,0.875
9,0.6,Vp,0.13740870356559753,0.12727081775665283,0.6033570766448975,0.5588419437408447,0.49189895391464233,0.4556071162223816,0.3,C_four,0.875
10,0.0,Vp,0.049194999039173126,0.13031171262264252,0.2030002325773239,0.5377235412597656,0.16587813198566437,0.43939149379730225,0.5,D,0.875
11,0.5,Vp,0.08794339001178741,0.12898384034633636,0.3974526524543762,0.5829314589500427,0.3315966725349426,0.48634254932403564,0.5,D_bis,0.875
12,0.0,Vp,0.04791165888309479,0.12299362570047379,0.2431262731552124,0.6241274476051331,0.20149429142475128,0.5172543525695801,1.0,full,0.875
