,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.04552607238292694,0.1055741161108017,0.2770061790943146,0.642372190952301,0.23147252202033997,0.5367804765701294,1.0,full,1.5
