,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.7845807075500488,0.4253479540348053,0.05154062435030937,0.027941931039094925,0.027678709477186203,0.015005572699010372,0.0
