,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.02902483567595482,0.049386922270059586,0.4608451724052429,0.7841465473175049,0.40650784969329834,0.6916894316673279,0.14
