,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.001162431901320815,0.17956487834453583,0.0010590731399133801,0.1635986864566803,0.00032116728834807873,0.04961182177066803,1.2,1.3,1.125
