,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.15327483415603638,0.11113030463457108,0.7253360748291016,0.5258972644805908,0.5629464387893677,0.40815839171409607,0.1,A,0.85
1,0.5,Vp,0.24389100074768066,0.13297459483146667,0.9621560573577881,0.5245881080627441,0.7249303460121155,0.39524757862091064,0.1,A_bis,0.85
2,0.0,Vp,0.0941738560795784,0.10776449739933014,0.4760878384113312,0.5447941422462463,0.38089150190353394,0.4358596205711365,0.2,B,0.85
3,0.5,Vp,0.18663924932479858,0.1405763030052185,0.7179110646247864,0.5407291650772095,0.5665571689605713,0.426729679107666,0.2,B_bis,0.85
4,0.15,Vp,0.10123537480831146,0.18787705898284912,0.1803750991821289,0.3347480595111847,0.1302439123392105,0.24171239137649536,0.2,B_ter,0.85
5,0.65,Vp,0.2239483892917633,0.11868270486593246,1.089293360710144,0.5772771239280701,0.8995722532272339,0.47673335671424866,0.2,B_four,0.85
6,0.0,Vp,0.07260088622570038,0.1316891610622406,0.2797450125217438,0.5074234008789062,0.22575312852859497,0.4094886779785156,0.3,C,0.85
7,0.5,Vp,0.14941367506980896,0.1307596117258072,0.6636636853218079,0.580806314945221,0.5394384860992432,0.4720904529094696,0.3,C_bis,0.85
8,0.1,Vp,0.06304294615983963,0.15632684528827667,0.16966082155704498,0.4207059144973755,0.13188984990119934,0.3270456790924072,0.3,C_ter,0.85
9,0.6,Vp,0.15758493542671204,0.10660996288061142,0.9111625552177429,0.6164231896400452,0.7633073925971985,0.516395628452301,0.3,C_four,0.85
10,0.0,Vp,0.04521328583359718,0.13024505972862244,0.18151316046714783,0.5228815674781799,0.14540958404541016,0.4188786745071411,0.5,D,0.85
11,0.5,Vp,0.09057434648275375,0.10065015405416489,0.5817047357559204,0.6464155912399292,0.4885755181312561,0.5429263710975647,0.5,D_bis,0.85
12,0.0,Vp,0.043856143951416016,0.11155038326978683,0.24883419275283813,0.6329227089881897,0.20284554362297058,0.5159481763839722,1.0,full,0.85
