,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.1613488793373108,0.18748636543750763,0.27238357067108154,0.3165079653263092,0.061341021209955215,0.07127787172794342,1.2,1.05,2.375
