,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.040552347898483276,0.0817674994468689,0.35550379753112793,0.71681809425354,0.30498337745666504,0.614951491355896,0.08
