,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.07990969717502594,0.15899813175201416,0.2261984944343567,0.4500722587108612,0.13832765817642212,0.2752336859703064,1.2,1.1,1.875
