,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.046813804656267166,0.12320030480623245,0.2258966565132141,0.5944942235946655,0.17752672731876373,0.4671986401081085,1.0,full,1.25
