,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.11831536144018173,0.16198353469371796,0.360018253326416,0.4928947985172272,0.1321811079978943,0.18096688389778137,1.2,1.15,2.375
