,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.05470127984881401,0.14736661314964294,0.20687800645828247,0.5573345422744751,0.16504612565040588,0.4446384012699127,1.0,full,1.125
