,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.013020713813602924,0.3126654624938965,0.004877961706370115,0.11713414639234543,0.002520908135920763,0.06053438410162926,1.2,1.15,1.375
