,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.145595982670784,0.09360741078853607,0.917736828327179,0.5900366306304932,0.7392411231994629,0.4752771556377411,0.1,A,0.8625
1,0.5,Vp,0.2772899866104126,0.14322270452976227,0.9630777835845947,0.49743807315826416,0.7252599596977234,0.3746030926704407,0.1,A_bis,0.8625
2,0.0,Vp,0.10281315445899963,0.10335096716880798,0.5859304666519165,0.5889954566955566,0.4787922501564026,0.4812968075275421,0.2,B,0.8625
3,0.5,Vp,0.18718713521957397,0.13207076489925385,0.7895521521568298,0.5570722222328186,0.6217051148414612,0.43864697217941284,0.2,B_bis,0.8625
4,0.15,Vp,0.11061839014291763,0.2207157164812088,0.13507403433322906,0.26951178908348083,0.10250382125377655,0.20452480018138885,0.2,B_ter,0.8625
5,0.65,Vp,0.1990804821252823,0.13066910207271576,0.8227385878562927,0.5400153398513794,0.6414544582366943,0.4210270941257477,0.2,B_four,0.8625
6,0.0,Vp,0.08170326799154282,0.13623052835464478,0.3139876425266266,0.5235372185707092,0.25764551758766174,0.42959341406822205,0.3,C,0.8625
7,0.5,Vp,0.14442089200019836,0.12942132353782654,0.6369394659996033,0.5707868933677673,0.5017208456993103,0.4496120810508728,0.3,C_bis,0.8625
8,0.1,Vp,0.06963963061571121,0.19681359827518463,0.12704434990882874,0.3590492308139801,0.09745945781469345,0.27543723583221436,0.3,C_ter,0.8625
9,0.6,Vp,0.1430439054965973,0.1261185109615326,0.6362426280975342,0.5609604716300964,0.5025538206100464,0.44309014081954956,0.3,C_four,0.8625
10,0.0,Vp,0.047778889536857605,0.16557912528514862,0.13187086582183838,0.45700228214263916,0.09957660734653473,0.34508559107780457,0.5,D,0.8625
11,0.5,Vp,0.08699946105480194,0.12903998792171478,0.3818609416484833,0.5663866400718689,0.3028319478034973,0.4491686522960663,0.5,D_bis,0.8625
12,0.0,Vp,0.04463615268468857,0.13245783746242523,0.19157521426677704,0.5684996843338013,0.14961010217666626,0.44396814703941345,1.0,full,0.8625
