,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.03920420631766319,0.15679648518562317,0.11976052075624466,0.4789799451828003,0.09104357659816742,0.3641270697116852,1.0,full,0.75
